 2019-09-12 18:09:43,355 [P2296/D2/T1] INFO  Umbraco.Core.CoreBootManager - Umbraco 7.14.0 application starting on DESKTOP-HAK12FI
 2019-09-12 18:09:43,397 [P2296/D2/T1] INFO  Umbraco.Core.PluginManager - Determining hash of code files on disk
 2019-09-12 18:09:43,418 [P2296/D2/T1] INFO  Umbraco.Core.PluginManager - Hash determined (took 20ms)
 2019-09-12 18:09:43,482 [P2296/D2/T1] INFO  Umbraco.Core.MainDom - Acquiring MainDom...
 2019-09-12 18:09:43,484 [P2296/D2/T1] INFO  Umbraco.Core.MainDom - Acquired MainDom.
 2019-09-12 18:09:43,486 [P2296/D2/T1] INFO  Umbraco.Core.PluginManager - Resolving umbraco.interfaces.IDiscoverable
 2019-09-12 18:09:44,581 [P2296/D2/T1] INFO  Umbraco.Core.PluginManager - Resolved umbraco.interfaces.IDiscoverable (took 1095ms)
 2019-09-12 18:09:44,581 [P2296/D2/T1] INFO  Umbraco.Core.PluginManager - Resolving umbraco.interfaces.IApplicationStartupHandler
 2019-09-12 18:09:44,583 [P2296/D2/T1] INFO  Umbraco.Core.PluginManager - Resolved umbraco.interfaces.IApplicationStartupHandler (took 1ms)
 2019-09-12 18:09:44,700 [P2296/D2/T1] INFO  Umbraco.Core.PluginManager - Resolving umbraco.interfaces.IDiscoverable
 2019-09-12 18:09:44,701 [P2296/D2/T1] INFO  Umbraco.Core.PluginManager - Resolved umbraco.interfaces.IDiscoverable (took 0ms)
 2019-09-12 18:09:44,701 [P2296/D2/T1] INFO  Umbraco.Core.PluginManager - Resolving Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter
 2019-09-12 18:09:44,701 [P2296/D2/T1] INFO  Umbraco.Core.PluginManager - Resolved Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter (took 0ms)
 2019-09-12 18:09:44,702 [P2296/D2/T1] INFO  Umbraco.Core.PluginManager - Resolving umbraco.interfaces.IDiscoverable
 2019-09-12 18:09:44,702 [P2296/D2/T1] INFO  Umbraco.Core.PluginManager - Resolved umbraco.interfaces.IDiscoverable (took 0ms)
 2019-09-12 18:09:44,702 [P2296/D2/T1] INFO  Umbraco.Core.PluginManager - Resolving Umbraco.Core.PropertyEditors.IPropertyValueConverter
 2019-09-12 18:09:44,703 [P2296/D2/T1] INFO  Umbraco.Core.PluginManager - Resolved Umbraco.Core.PropertyEditors.IPropertyValueConverter (took 1ms)
 2019-09-12 18:09:44,716 [P2296/D2/T1] INFO  Umbraco.Core.PluginManager - Resolving umbraco.interfaces.IDiscoverable
 2019-09-12 18:09:44,716 [P2296/D2/T1] INFO  Umbraco.Core.PluginManager - Resolved umbraco.interfaces.IDiscoverable (took 0ms)
 2019-09-12 18:09:44,716 [P2296/D2/T1] INFO  Umbraco.Core.PluginManager - Resolving Umbraco.Web.Mvc.SurfaceController
 2019-09-12 18:09:44,717 [P2296/D2/T1] INFO  Umbraco.Core.PluginManager - Resolved Umbraco.Web.Mvc.SurfaceController (took 0ms)
 2019-09-12 18:09:44,717 [P2296/D2/T1] INFO  Umbraco.Core.PluginManager - Resolving umbraco.interfaces.IDiscoverable
 2019-09-12 18:09:44,717 [P2296/D2/T1] INFO  Umbraco.Core.PluginManager - Resolved umbraco.interfaces.IDiscoverable (took 0ms)
 2019-09-12 18:09:44,717 [P2296/D2/T1] INFO  Umbraco.Core.PluginManager - Resolving Umbraco.Web.WebApi.UmbracoApiController
 2019-09-12 18:09:44,718 [P2296/D2/T1] INFO  Umbraco.Core.PluginManager - Resolved Umbraco.Web.WebApi.UmbracoApiController (took 0ms)
 2019-09-12 18:09:51,434 [P2296/D2/T1] INFO  Umbraco.Core.DatabaseContext - CanConnect = True
 2019-09-12 18:09:52,036 [P2296/D2/T1] INFO  Umbraco.Web.Cache.CacheRefresherEventHandler - Initializing Umbraco internal event handlers for cache refreshing
 2019-09-12 18:09:52,164 [P2296/D2/T1] INFO  Umbraco.Web.Search.ExamineEvents - Initializing Examine and binding to business logic events
 2019-09-12 18:09:52,817 [P2296/D2/T1] INFO  Umbraco.Web.Search.ExamineEvents - Adding examine event handlers for index providers: 3
 2019-09-12 18:09:52,832 [P2296/D2/T1] INFO  Umbraco.Core.CoreBootManager - Umbraco application startup complete (took 9717ms)
 2019-09-12 18:09:52,835 [P2296/D2/T1] INFO  Umbraco.Web.ExamineStartup - Forcing index InternalMemberIndexSet to be unlocked since it was left in a locked state
 2019-09-12 18:09:52,848 [P2296/D2/T1] INFO  Umbraco.Web.ExamineStartup - Forcing index InternalIndexSet to be unlocked since it was left in a locked state
 2019-09-12 18:09:52,853 [P2296/D2/T1] INFO  Umbraco.Web.ExamineStartup - Forcing index ExternalIndexSet to be unlocked since it was left in a locked state
 2019-09-12 18:09:53,112 [P2296/D2/T9] INFO  Umbraco.Core.Sync.ApplicationUrlHelper - New ApplicationUrl detected: http://localhost:61026/umbraco
 2019-09-12 18:09:53,114 [P2296/D2/T9] INFO  Umbraco.Core.Sync.ApplicationUrlHelper - ApplicationUrl: http://localhost:61026/umbraco (UmbracoModule request)
 2019-09-12 18:09:53,773 [P2296/D2/T9] INFO  umbraco.content - Load Xml from file...
 2019-09-12 18:09:53,783 [P2296/D2/T9] INFO  umbraco.content - Loaded Xml from file.
 2019-09-12 18:09:54,533 [P2296/D2/T9] INFO  Umbraco.Core.PluginManager - Resolving umbraco.interfaces.IDiscoverable
 2019-09-12 18:09:54,533 [P2296/D2/T9] INFO  Umbraco.Core.PluginManager - Resolved umbraco.interfaces.IDiscoverable (took 0ms)
 2019-09-12 18:09:54,533 [P2296/D2/T9] INFO  Umbraco.Core.PluginManager - Resolving Umbraco.Core.PropertyEditors.IParameterEditor
 2019-09-12 18:09:54,534 [P2296/D2/T9] INFO  Umbraco.Core.PluginManager - Resolved Umbraco.Core.PropertyEditors.IParameterEditor (took 0ms)
 2019-09-12 18:09:55,218 [P2296/D2/T9] INFO  Umbraco.Core.PluginManager - Resolving umbraco.interfaces.IDiscoverable
 2019-09-12 18:09:55,218 [P2296/D2/T9] INFO  Umbraco.Core.PluginManager - Resolved umbraco.interfaces.IDiscoverable (took 0ms)
 2019-09-12 18:09:55,218 [P2296/D2/T9] INFO  Umbraco.Core.PluginManager - Resolving Umbraco.Core.Deploy.IServiceConnector
